id,carat,cut,color,clarity,depth,table,x,y,z,price
34036,0.57,Ideal,E,VS1,61.0,56.0,5.38,5.4,3.29,2297
34037,0.4,Premium,G,SI1,62.0,59.0,4.7,4.72,2.92,702
34038,2.01,Very Good,F,SI1,63.4,58.0,8.03,7.96,5.07,13275
34039,0.71,Ideal,F,SI2,65.3,53.0,5.64,5.58,3.67,2445
34040,0.3,Premium,D,SI1,61.7,60.0,4.28,4.25,2.63,709
34041,0.5,Very Good,G,SI1,64.1,57.0,5.04,5.07,3.24,1187
34042,0.34,Premium,F,VS1,60.4,58.0,4.51,4.53,2.73,745
34043,0.51,Very Good,G,VS1,61.0,56.0,5.17,5.19,3.16,1588
34044,1.1,Ideal,E,SI2,59.4,54.0,6.79,6.74,4.02,4071
34045,1.01,Premium,I,SI1,62.7,60.0,6.36,6.27,3.96,2885
34046,1.2,Ideal,F,VS1,62.0,55.0,6.81,6.83,4.23,9641
34047,0.4,Premium,D,SI1,61.7,58.0,4.7,4.74,2.91,772
34048,1.03,Very Good,H,SI2,62.8,59.0,6.4,6.43,4.03,4283
34049,1.2,Ideal,G,VS1,62.0,55.0,6.81,6.87,4.24,9625
34050,1.05,Premium,H,SI1,61.9,58.0,6.45,6.5,4.01,4608
34051,1.2,Premium,E,VVS2,62.3,59.0,6.83,6.79,4.24,12787
34052,1.02,Premium,G,I1,60.3,58.0,6.55,6.5,3.94,2815
34053,0.36,Ideal,E,VS2,61.7,55.0,4.57,4.63,2.84,789
34054,0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22,2238
34055,1.35,Premium,H,SI1,62.4,58.0,7.03,6.95,4.36,7673
34056,0.9,Good,G,VS1,63.6,58.0,6.12,6.09,3.88,4460
34057,0.32,Very Good,F,VVS1,62.8,60.0,4.32,4.34,2.72,834
34058,0.31,Very Good,F,VVS1,61.8,59.0,4.33,4.35,2.68,897
34059,0.52,Premium,D,VS2,59.4,61.0,5.24,5.23,3.11,1828
34060,1.17,Premium,H,SI1,62.3,57.0,6.75,6.71,4.19,5004
34061,0.55,Ideal,G,VS2,61.2,56.8,5.28,5.31,3.24,1604
34062,1.51,Ideal,J,VS1,61.9,56.0,7.41,7.35,4.57,8524
34063,0.38,Ideal,E,SI1,61.4,57.0,4.67,4.64,2.86,838
34064,0.31,Ideal,H,IF,60.8,57.0,4.4,4.38,2.67,977
34065,0.71,Good,E,SI2,57.8,60.0,5.86,5.83,3.38,2215
34066,1.51,Very Good,H,SI2,60.8,58.0,7.4,7.51,4.53,7723
34067,0.4,Good,E,SI2,63.2,57.0,4.66,4.68,2.95,666
34068,0.5,Ideal,D,VS2,61.9,57.0,5.08,5.1,3.15,1690
34069,1.01,Ideal,E,VS2,60.4,58.0,6.49,6.52,3.93,7900
34070,1.2,Premium,J,VS2,61.8,59.0,6.84,6.76,4.2,4611
34071,0.52,Ideal,G,VS2,61.9,55.0,5.15,5.19,3.2,1586
34072,0.7,Premium,E,SI1,61.3,58.0,5.71,5.84,3.54,2386
34073,1.58,Ideal,H,VS2,61.4,56.0,7.5,7.56,4.62,12334
34074,0.72,Good,D,SI2,59.7,61.0,5.78,5.84,3.47,2620
34075,0.48,Fair,E,SI2,55.2,60.0,5.29,5.25,2.91,907
34076,0.7,Very Good,D,SI1,59.4,63.0,5.78,5.76,3.43,2628
34077,0.5,Premium,E,SI2,59.5,59.0,5.19,5.16,3.08,1240
34078,0.56,Ideal,G,VS1,60.6,56.0,5.33,5.36,3.24,1819
34079,0.41,Very Good,G,VVS1,61.0,61.0,4.72,4.75,2.89,1151
34080,1.51,Very Good,E,VS2,62.7,59.0,7.2,7.32,4.55,12779
34081,0.31,Premium,G,VS2,61.5,59.0,4.35,4.33,2.67,698
34082,0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32,1857
34083,0.61,Very Good,E,SI1,62.2,60.0,5.44,5.4,3.37,1983
34084,0.32,Premium,F,VVS1,60.7,58.0,4.43,4.4,2.68,1294
34085,0.96,Fair,J,I1,59.5,60.0,6.28,6.23,3.72,2304
34086,0.38,Premium,G,VS1,61.9,58.0,4.62,4.66,2.87,833
34087,0.58,Ideal,E,VS2,61.1,57.0,5.39,5.41,3.3,1884
34088,0.3,Ideal,E,VVS2,61.9,57.0,4.28,4.31,2.66,789
34089,0.34,Premium,F,VS1,60.4,58.0,4.53,4.51,2.73,956
34090,0.34,Premium,F,VVS2,59.6,60.0,4.59,4.54,2.72,928
34091,1.51,Premium,E,VS2,60.7,60.0,7.37,7.46,4.5,14709
34092,0.93,Very Good,I,VS2,63.5,57.0,6.13,6.21,3.92,3563
34093,1.21,Ideal,I,SI1,62.4,57.0,6.84,6.78,4.25,5624
34094,0.73,Good,J,VS2,60.8,63.0,5.67,5.78,3.48,2098
34095,0.32,Ideal,G,VVS1,61.8,54.0,4.41,4.43,2.73,814
34096,0.64,Ideal,G,IF,61.7,58.0,5.52,5.56,3.42,2960
34097,0.41,Ideal,E,VVS2,62.3,58.0,4.73,4.78,2.96,1085
34098,1.01,Premium,E,VS2,63.0,60.0,6.35,6.32,3.99,6335
34099,0.9,Premium,G,SI1,62.7,58.0,6.13,6.08,3.83,3774
34100,0.71,Very Good,F,VVS1,62.7,58.0,5.67,5.72,3.57,3626
34101,0.4,Ideal,E,VVS2,61.7,55.0,4.76,4.74,2.93,1238
34102,1.36,Premium,J,VS2,58.4,59.0,7.4,7.27,4.28,6157
34103,0.31,Ideal,G,IF,61.7,56.0,4.34,4.38,2.69,891
34104,0.33,Ideal,G,IF,61.9,55.0,4.44,4.45,2.75,946
34105,1.53,Ideal,G,SI2,62.3,56.0,7.39,7.34,4.59,9468
34106,1.14,Good,H,SI1,62.8,58.0,6.62,6.67,4.17,5487
34107,1.01,Ideal,J,SI1,60.5,56.0,6.49,6.53,3.94,3599
34108,1.35,Very Good,E,SI1,62.7,57.0,7.01,7.05,4.41,6860
34109,0.71,Very Good,J,VS2,62.6,57.0,5.64,5.7,3.55,1626
34110,0.55,Ideal,I,VS1,62.5,57.0,5.19,5.25,3.26,1297
34111,0.77,Premium,F,VS1,62.7,58.0,5.82,5.88,3.67,3357
34112,1.24,Ideal,G,VS1,61.9,54.0,6.89,6.92,4.27,8584
34113,0.54,Ideal,I,VS2,61.1,55.0,5.27,5.31,3.23,1259
34114,0.8,Very Good,F,VS2,63.2,55.0,5.9,5.88,3.72,3369
34115,0.4,Very Good,F,VS1,61.3,54.0,4.8,4.83,2.95,890
34116,2.03,Very Good,I,SI2,61.2,55.0,8.14,8.26,5.02,12714
34117,1.19,Ideal,F,VS2,62.0,57.0,6.76,6.78,4.2,8265
34118,0.49,Very Good,D,SI1,58.6,60.0,5.14,5.2,3.03,1174
34119,1.05,Ideal,F,VVS2,61.9,57.0,6.52,6.5,4.03,9032
34120,1.7,Ideal,H,SI2,62.1,57.0,7.68,7.63,4.75,7273
34121,1.6,Ideal,H,SI2,61.5,55.0,7.53,7.55,4.64,8779
34122,0.4,Premium,D,SI1,63.0,57.0,4.7,4.66,2.95,924
34123,1.71,Premium,I,VS2,61.5,58.0,7.74,7.54,4.7,9116
34124,0.33,Ideal,E,VVS2,61.8,56.0,4.44,4.46,2.75,891
34125,0.54,Premium,E,SI1,62.2,58.0,5.26,5.23,3.26,1637
34126,1.1,Premium,E,SI1,60.0,58.0,6.68,6.65,4.05,4472
34127,1.11,Very Good,H,VS1,63.2,57.0,6.61,6.53,4.15,6061
34128,0.54,Ideal,I,VVS1,62.7,57.0,5.22,5.14,3.25,1681
34129,0.75,Ideal,G,SI1,61.8,55.0,5.81,5.84,3.6,3171
34130,0.26,Very Good,E,VVS2,62.9,56.0,4.07,4.1,2.57,614
34131,1.23,Ideal,G,SI1,61.4,56.0,6.94,6.91,4.25,6509
34132,0.32,Ideal,H,SI1,61.2,56.0,4.43,4.46,2.72,430
34133,0.9,Premium,H,SI1,62.7,58.0,6.14,6.2,3.87,3545
34134,2.44,Very Good,J,SI1,62.9,53.0,8.58,8.62,5.41,17472
34135,1.11,Ideal,J,SI1,62.1,56.0,6.64,6.67,4.13,4259
34136,1.27,Premium,H,VS2,61.1,58.0,6.96,6.88,4.23,7849
34137,1.0,Good,G,VS2,64.0,56.0,6.33,6.25,4.03,5645
34138,0.3,Very Good,G,VVS2,61.3,57.0,4.29,4.33,2.64,684
34139,0.9,Ideal,E,SI1,62.0,56.0,6.18,6.2,3.84,5450
34140,1.01,Ideal,E,SI1,61.6,59.0,6.43,6.4,3.95,5590
34141,1.51,Premium,G,SI1,60.6,58.0,7.47,7.39,4.5,10020
34142,1.21,Ideal,F,VS2,61.5,56.0,6.87,6.83,4.21,8348
34143,1.4,Premium,G,SI2,60.6,58.0,7.26,7.22,4.39,5723
34144,0.53,Ideal,F,VS1,62.0,55.0,5.2,5.15,3.21,1908
34145,0.39,Premium,G,SI1,60.9,58.0,4.73,4.7,2.87,878
34146,0.83,Premium,H,SI1,62.5,59.0,6.02,5.95,3.74,2825
34147,0.5,Premium,F,SI1,61.7,57.0,5.09,5.06,3.13,1231
34148,0.57,Very Good,G,VS2,62.2,60.0,5.28,5.3,3.29,1617
34149,1.05,Ideal,E,VS1,62.6,57.0,6.5,6.44,4.05,7762
34150,0.55,Ideal,I,SI1,61.7,55.0,5.29,5.31,3.27,1134
34151,1.5,Ideal,G,VS2,62.2,58.0,7.31,7.29,4.54,13049
34152,0.39,Very Good,G,VS2,62.4,56.0,4.64,4.68,2.91,787
34153,1.54,Ideal,G,VVS2,62.0,54.0,7.36,7.43,4.59,15415
34154,0.31,Ideal,H,VS1,62.6,55.0,4.38,4.34,2.73,698
34155,0.34,Premium,D,SI1,59.7,59.0,4.57,4.54,2.72,803
34156,1.01,Very Good,G,VS2,61.6,61.0,6.36,6.46,3.95,5759
34157,1.06,Premium,E,SI1,60.8,58.0,6.59,6.54,3.99,5485
34158,1.0,Very Good,E,SI2,60.5,59.0,6.44,6.48,3.91,4435
34159,0.9,Premium,J,SI1,60.4,59.0,6.27,6.24,3.78,3141
34160,1.07,Premium,F,SI2,61.8,59.0,6.57,6.53,4.05,4644
34161,1.51,Premium,I,VS2,60.9,60.0,7.46,7.33,4.5,9471
34162,0.5,Very Good,E,VVS2,60.9,59.0,5.07,5.11,3.1,2003
34163,0.53,Very Good,E,VS1,63.0,56.0,5.13,5.16,3.24,1776
34164,0.73,Premium,F,SI2,61.4,58.0,5.83,5.8,3.57,2197
34165,0.32,Premium,G,VVS2,60.8,59.0,4.44,4.41,2.69,936
34166,0.3,Good,G,VS2,63.5,54.0,4.25,4.28,2.71,526
34167,0.5,Premium,G,SI2,62.6,58.0,5.09,5.03,3.17,1121
34168,0.3,Ideal,E,VVS1,61.5,57.0,4.33,4.35,2.67,895
34169,2.27,Ideal,I,SI2,63.0,54.0,8.36,8.39,5.28,15710
34170,0.31,Ideal,E,VS2,61.4,54.0,4.41,4.38,2.7,872
34171,1.54,Premium,H,VS2,61.9,59.0,7.33,7.31,4.53,11769
34172,0.32,Very Good,F,VS1,62.3,55.0,4.38,4.42,2.74,696
34173,0.9,Very Good,I,SI1,63.3,59.0,6.14,6.05,3.86,3251
34174,0.4,Ideal,J,VVS1,61.9,56.0,4.74,4.79,2.95,1136
34175,1.23,Premium,F,SI2,61.7,58.0,6.85,6.95,4.26,4876
34176,0.56,Premium,F,SI2,60.2,58.0,5.36,5.33,3.22,1715
34177,2.01,Good,I,SI1,58.8,60.0,8.27,8.19,4.84,16731
34178,0.21,Premium,D,VS2,59.1,62.0,3.89,3.86,2.29,386
34179,0.9,Very Good,H,VS1,60.5,63.0,6.13,6.16,3.72,4201
34180,1.06,Premium,F,SI2,62.0,59.0,6.57,6.52,4.06,4656
34181,0.53,Premium,F,VS2,61.6,57.1,5.15,5.21,3.19,1712
34182,0.32,Ideal,G,VVS1,61.1,53.0,4.44,4.4,2.7,1080
34183,1.09,Very Good,H,SI1,62.5,57.0,6.49,6.54,4.07,5950
34184,0.24,Premium,H,VVS1,61.2,58.0,4.01,3.96,2.44,554
34185,1.2,Ideal,E,VVS1,61.6,57.0,6.83,6.78,4.19,13597
34186,1.3,Premium,D,SI2,61.5,58.0,6.98,6.91,4.27,7044
34187,0.43,Very Good,F,SI1,62.4,56.0,4.81,4.84,3.01,792
34188,2.01,Fair,F,SI1,58.6,95.0,8.32,8.31,4.87,13387
34189,0.9,Good,D,SI1,63.9,57.0,6.1,6.04,3.88,3689
34190,0.25,Premium,E,VS1,60.7,59.0,4.13,4.11,2.5,558
34191,1.03,Ideal,H,VS2,62.3,56.0,6.46,6.44,4.02,5364
34192,0.7,Premium,F,SI2,62.0,58.0,5.7,5.64,3.52,1890
34193,0.92,Ideal,F,SI1,62.8,56.0,6.14,6.18,3.87,4232
34194,0.26,Very Good,E,SI1,62.0,54.0,4.08,4.11,2.54,384
34195,1.6,Ideal,I,SI1,62.4,53.5,7.45,7.5,4.66,9407
34196,0.3,Very Good,E,SI1,62.9,56.0,4.24,4.31,2.69,526
34197,1.0,Ideal,I,SI1,61.6,59.0,6.34,6.42,3.93,4133
34198,0.98,Ideal,G,SI1,62.3,56.0,6.37,6.34,3.96,4665
34199,0.72,Ideal,H,VS2,61.7,57.0,5.74,5.77,3.55,2594
34200,2.03,Very Good,E,SI2,63.0,61.0,7.99,8.04,5.05,15690
34201,1.01,Good,G,VVS2,62.4,59.0,6.32,6.37,3.96,7332
34202,0.33,Premium,G,VS1,60.5,58.0,4.49,4.43,2.7,854
34203,0.37,Ideal,H,IF,61.8,55.0,4.65,4.67,2.88,936
34204,0.3,Premium,E,VS2,62.0,59.0,4.27,4.31,2.66,658
34205,0.5,Good,E,VVS2,61.6,62.0,5.04,5.09,3.12,2437
34206,0.61,Fair,I,VS2,57.4,60.9,5.6,5.65,3.23,1437
34207,1.19,Premium,H,VS2,61.1,58.0,6.83,6.78,4.16,6944
34208,0.33,Very Good,D,VS1,63.2,56.0,4.45,4.44,2.81,1109
34209,0.37,Premium,G,VVS2,62.2,58.0,4.6,4.56,2.85,1010
34210,0.31,Ideal,F,VS2,62.9,56.0,4.32,4.3,2.71,802
34211,1.04,Ideal,G,VVS2,62.5,55.0,6.53,6.47,4.06,8590
34212,0.23,Ideal,G,IF,61.8,56.0,3.92,3.94,2.43,536
34213,1.13,Ideal,H,SI2,61.0,60.0,6.73,6.69,4.09,4535
34214,1.25,Very Good,H,SI2,62.8,55.0,6.82,6.87,4.3,5775
34215,0.33,Very Good,G,VVS2,60.9,57.0,4.43,4.5,2.72,752
34216,0.28,Ideal,F,VVS2,61.6,55.0,4.22,4.26,2.61,612
34217,0.77,Very Good,F,VVS2,60.6,60.0,5.89,5.92,3.58,3917
34218,1.55,Ideal,D,VS2,62.5,55.0,7.38,7.43,4.63,17441
34219,0.56,Ideal,G,VS1,60.8,55.0,5.34,5.36,3.25,1837
34220,0.52,Ideal,F,VS2,61.8,55.4,5.13,5.17,3.18,1620
34221,0.4,Premium,D,SI1,61.1,58.0,4.74,4.75,2.9,772
34222,1.13,Very Good,F,SI1,60.6,60.0,6.67,6.76,4.07,5481
34223,1.09,Very Good,D,SI2,63.4,59.0,6.59,6.54,4.16,3742
34224,1.28,Ideal,E,VS1,61.7,57.0,6.93,6.97,4.29,11419
34225,0.26,Ideal,I,VS2,61.8,55.0,4.12,4.17,2.56,371
34226,1.09,Premium,H,SI2,61.2,62.0,6.63,6.58,4.04,4395
34227,0.73,Premium,H,VS2,61.0,58.0,5.76,5.84,3.54,2496
34228,0.51,Ideal,D,SI1,61.9,54.0,5.14,5.2,3.19,1569
34229,0.72,Ideal,E,SI1,62.3,57.0,5.76,5.7,3.57,2857
34230,2.05,Premium,D,SI2,60.0,58.0,8.31,8.23,4.96,12891
34231,1.27,Very Good,G,VVS2,61.5,58.0,6.9,6.96,4.26,10321
34232,0.32,Ideal,G,VS1,61.6,57.0,4.42,4.38,2.71,828
34233,2.04,Very Good,J,VS2,62.4,57.0,8.04,8.19,5.06,13825
34234,1.73,Premium,I,SI1,61.2,60.0,7.67,7.65,4.69,10957
34235,0.91,Good,F,VVS2,64.0,61.0,6.06,6.13,3.9,5317
34236,0.41,Ideal,E,VVS2,60.0,57.0,4.81,4.85,2.9,1187
34237,0.88,Premium,G,VS2,61.1,58.0,6.19,6.15,3.77,3400
34238,1.57,Premium,F,SI1,60.4,59.0,7.57,7.54,4.56,12112
34239,0.35,Ideal,F,VVS2,61.9,54.0,4.55,4.59,2.83,795
34240,2.27,Fair,J,I1,67.6,55.0,8.05,8.0,5.43,5733
34241,0.31,Ideal,D,VS2,61.5,56.0,4.37,4.34,2.68,942
34242,1.56,Ideal,J,VS2,62.4,57.0,7.39,7.46,4.63,7809
34243,1.0,Premium,H,VVS2,61.9,61.0,6.36,6.31,3.92,4312
34244,0.9,Very Good,E,SI2,62.4,57.0,6.13,6.17,3.84,3662
34245,1.0,Good,F,SI2,59.4,64.0,6.36,6.29,3.76,3858
34246,1.0,Very Good,E,VVS2,61.7,55.0,6.38,6.42,3.95,9324
34247,0.35,Premium,E,VS2,61.4,58.0,4.55,4.51,2.78,853
34248,0.7,Ideal,E,SI1,62.3,56.0,5.68,5.72,3.55,2575
34249,1.01,Fair,E,SI1,64.8,58.0,6.34,6.29,4.09,4480
34250,0.32,Ideal,E,VVS1,61.7,55.0,4.39,4.42,2.72,954
34251,0.73,Ideal,G,SI1,61.7,60.0,5.77,5.8,3.57,2377
34252,1.01,Fair,H,SI1,65.3,57.0,6.33,6.23,4.1,4256
34253,1.08,Very Good,E,SI2,59.8,59.0,6.65,6.73,4.0,4415
34254,0.75,Good,E,SI2,59.7,62.0,5.85,5.88,3.5,2497
34255,1.2,Good,F,VS2,62.3,57.0,6.74,6.78,4.21,8990
34256,0.43,Premium,D,VS2,60.7,58.0,4.84,4.88,2.95,1056
34257,1.01,Very Good,G,VS1,62.2,53.0,6.48,6.54,4.05,6613
34258,1.05,Good,H,IF,64.3,58.0,6.5,6.35,4.13,6703
34259,1.12,Ideal,I,VVS2,61.6,54.0,6.72,6.74,4.14,6317
34260,0.41,Ideal,D,VS1,61.6,55.0,4.79,4.82,2.96,921
34261,1.01,Good,G,VS2,58.9,61.0,6.46,6.55,3.83,5756
34262,0.41,Premium,G,VS1,62.5,59.0,4.73,4.77,2.97,899
34263,0.58,Ideal,D,SI1,61.1,57.0,5.41,5.36,3.29,1829
34264,2.08,Premium,H,SI2,59.7,59.0,8.38,8.29,4.98,12454
34265,0.3,Premium,E,VVS2,61.8,58.0,4.29,4.26,2.64,1013
34266,1.0,Very Good,H,SI1,63.4,56.0,6.37,6.34,4.03,4469
34267,1.01,Premium,D,SI1,62.2,53.0,6.47,6.43,4.01,5656
34268,0.41,Premium,G,SI1,60.3,59.0,4.76,4.79,2.88,719
34269,1.04,Good,D,SI1,63.7,58.0,6.39,6.43,4.08,5605
34270,0.41,Good,D,SI1,63.8,56.0,4.68,4.72,3.0,738
34271,0.84,Very Good,G,SI2,62.8,57.0,6.0,6.04,3.78,3015
34272,0.73,Ideal,G,SI1,61.2,57.0,5.79,5.86,3.56,3089
34273,1.41,Premium,I,SI2,62.9,59.0,7.14,7.08,4.47,6751
34274,0.98,Premium,H,I1,59.6,60.0,6.61,6.48,3.89,2046
34275,0.7,Very Good,E,SI1,62.9,57.0,5.6,5.66,3.54,2349
34276,0.54,Ideal,G,SI2,61.8,55.0,5.23,5.26,3.24,1028
34277,0.35,Premium,D,SI1,61.0,60.0,4.58,4.54,2.78,827
34278,0.43,Ideal,D,VS1,62.1,55.0,4.83,4.86,3.01,1207
34279,0.48,Ideal,G,SI2,62.0,54.0,5.04,5.06,3.13,841
34280,0.52,Very Good,G,SI1,59.6,62.0,5.18,5.23,3.1,1244
34281,0.7,Good,G,SI1,63.8,59.0,5.62,5.58,3.57,2117
34282,1.22,Ideal,I,SI1,62.3,58.0,6.8,6.82,4.24,6398
34283,0.71,Good,E,SI1,65.9,57.0,5.51,5.57,3.65,2631
34284,0.37,Very Good,G,VVS2,59.9,55.0,4.71,4.75,2.83,774
34285,2.0,Ideal,H,SI1,63.9,54.0,7.92,8.0,5.1,18440
34286,1.23,Very Good,D,SI2,62.3,58.0,6.78,6.81,4.23,6710
34287,0.7,Good,H,VS2,64.2,58.0,5.58,5.61,3.59,2330
34288,1.01,Very Good,H,SI1,63.0,60.0,6.33,6.36,4.0,4559
34289,0.54,Ideal,F,SI1,60.5,57.0,5.25,5.27,3.18,1385
34290,1.16,Fair,G,SI2,60.1,60.0,6.9,6.72,4.09,4307
34291,0.34,Ideal,H,VVS2,61.4,56.0,4.48,4.51,2.76,852
34292,0.41,Ideal,F,VVS2,62.5,56.0,4.72,4.75,2.96,1115
34293,2.0,Fair,E,SI1,65.7,60.0,7.7,7.8,5.09,15330
34294,0.7,Premium,E,VVS2,62.7,53.0,5.65,5.61,3.53,3007
34295,1.24,Premium,E,I1,61.1,62.0,6.91,6.86,4.21,3528
34296,0.81,Premium,D,SI2,59.2,57.0,6.15,6.05,3.61,2809
34297,0.32,Ideal,D,VS2,61.9,57.0,4.39,4.37,2.71,972
34298,1.13,Ideal,E,SI1,62.2,55.0,6.66,6.69,4.15,6563
34299,0.9,Fair,E,VS1,67.6,56.0,5.94,5.9,4.0,3276
34300,0.7,Ideal,I,VS2,62.4,56.0,5.71,5.66,3.55,2056
34301,1.52,Very Good,D,VS2,62.4,58.0,7.23,7.28,4.53,13799
34302,1.29,Very Good,D,VVS1,60.8,55.0,7.03,7.12,4.3,17932
34303,1.06,Ideal,G,SI2,61.0,57.0,6.56,6.61,4.02,4578
34304,0.66,Good,H,VS1,59.8,60.9,5.62,5.68,3.38,1978
34305,1.23,Very Good,G,VVS1,61.3,57.0,6.88,6.96,4.24,10435
34306,0.7,Ideal,F,SI1,62.7,57.0,5.66,5.7,3.56,2515
34307,0.71,Premium,E,SI1,62.7,56.0,5.71,5.64,3.56,2743
34308,0.7,Ideal,F,VS2,61.4,58.0,5.7,5.73,3.51,3011
34309,1.31,Premium,J,SI1,60.7,58.0,7.11,7.06,4.3,4475
34310,0.52,Ideal,G,VS1,62.7,57.0,5.12,5.15,3.22,1689
34311,1.0,Fair,E,SI2,67.0,53.0,6.19,6.13,4.13,3136
34312,0.58,Ideal,D,VVS1,60.6,57.0,5.38,5.41,3.27,3206
34313,1.2,Premium,D,VS2,61.1,58.0,6.85,6.83,4.18,10161
34314,0.42,Ideal,F,VVS2,61.1,57.0,4.84,4.82,2.95,1221
34315,1.01,Premium,F,SI1,59.7,61.0,6.55,6.49,3.89,4989
34316,1.54,Premium,J,VS1,60.9,61.0,7.49,7.45,4.55,6194
34317,0.24,Ideal,E,VVS2,61.3,57.0,4.0,4.02,2.46,526
34318,0.65,Very Good,G,VVS2,61.3,59.0,5.51,5.61,3.41,2178
34319,0.92,Premium,G,VS2,61.6,62.0,6.3,6.24,3.86,4287
34320,0.33,Very Good,F,SI1,60.9,54.0,4.47,4.52,2.73,588
34321,2.01,Premium,H,SI2,60.5,61.0,8.14,8.09,4.91,16287
34322,1.08,Very Good,G,SI1,60.6,58.0,6.58,6.73,4.03,4906
34323,0.4,Premium,E,SI1,62.9,59.0,4.72,4.69,2.96,882
34324,1.51,Premium,J,VS2,59.2,59.0,7.53,7.47,4.44,7553
34325,0.53,Ideal,F,VVS1,61.4,57.0,5.23,5.2,3.2,2860
34326,0.72,Ideal,G,SI1,61.9,54.0,5.78,5.81,3.59,2548
34327,0.93,Premium,E,SI1,61.4,57.0,6.34,6.23,3.86,4229
34328,1.17,Good,H,SI2,63.8,58.0,6.73,6.57,4.24,4914
34329,1.06,Ideal,F,VS1,61.9,57.0,6.53,6.55,4.05,7345
34330,0.34,Ideal,H,SI1,61.1,56.0,4.52,4.55,2.77,508
34331,1.0,Very Good,F,SI1,63.1,59.0,6.29,6.22,3.95,4234
34332,0.58,Very Good,G,VS2,63.2,58.0,5.36,5.28,3.36,1336
34333,1.5,Very Good,D,SI1,62.7,59.0,7.21,7.24,4.53,11442
34334,0.42,Ideal,F,VVS2,61.6,55.0,4.84,4.87,2.99,1069
34335,0.71,Ideal,G,IF,61.8,57.0,5.7,5.75,3.54,3772
34336,0.42,Premium,E,SI1,61.5,58.0,4.84,4.78,2.96,926
34337,0.36,Ideal,H,SI1,61.7,54.0,4.56,4.62,2.83,538
34338,1.24,Ideal,G,VS2,62.0,57.0,6.87,6.84,4.25,9188
34339,1.51,Premium,J,VS2,59.6,60.0,7.58,7.48,4.49,7553
34340,0.4,Ideal,I,VVS2,61.8,56.0,4.76,4.79,2.95,970
34341,2.28,Good,J,SI1,63.7,55.0,8.35,8.28,5.3,14350
34342,0.31,Ideal,D,VS2,62.2,56.0,4.32,4.36,2.7,734
34343,0.38,Premium,H,VS2,61.8,58.0,4.63,4.66,2.87,700
34344,1.01,Premium,G,SI1,62.9,61.0,6.4,6.36,4.01,4672
34345,1.02,Ideal,I,SI2,62.8,58.0,6.37,6.41,4.01,4189
34346,0.35,Ideal,F,SI1,61.5,54.0,4.57,4.6,2.82,607
34347,2.02,Good,I,SI2,61.0,62.0,8.1,8.14,4.95,12927
34348,0.78,Very Good,H,SI2,62.7,56.0,5.85,5.89,3.68,2316
34349,1.41,Premium,G,SI1,62.1,59.0,7.23,7.13,4.46,8572
34350,0.71,Good,F,VS1,58.0,61.0,5.83,5.85,3.39,2559
34351,0.39,Very Good,F,VS2,62.4,58.0,4.61,4.65,2.89,821
34352,0.33,Very Good,I,VVS1,61.7,61.0,4.43,4.45,2.74,608
34353,0.31,Ideal,F,VS1,61.2,57.0,4.36,4.39,2.68,695
34354,1.17,Ideal,G,VVS2,61.2,56.0,6.77,6.85,4.17,9289
34355,0.31,Ideal,E,VS2,61.7,55.0,4.33,4.36,2.68,680
34356,1.01,Very Good,G,VS1,59.3,57.0,6.55,6.6,3.9,7451
34357,1.0,Ideal,G,SI1,61.9,56.0,6.45,6.37,3.97,5088
34358,0.71,Premium,I,VVS1,62.0,58.0,5.65,5.7,3.52,2549
34359,0.41,Very Good,F,SI2,60.8,58.0,4.78,4.83,2.92,647
34360,0.31,Ideal,D,VS2,61.2,55.0,4.42,4.37,2.69,942
34361,0.4,Premium,F,VS2,60.7,60.0,4.75,4.8,2.9,842
34362,1.01,Ideal,D,SI1,62.0,57.0,6.37,6.44,3.97,5832
34363,0.56,Ideal,E,VS2,61.9,56.0,5.27,5.32,3.28,1819
34364,0.51,Premium,D,VS2,62.0,59.0,5.12,5.08,3.16,1807
34365,0.42,Ideal,F,SI1,61.6,56.0,4.81,4.83,2.97,691
34366,1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,4419
34367,0.3,Ideal,F,VVS1,62.2,56.0,4.28,4.3,2.67,814
34368,0.36,Ideal,H,SI1,62.3,57.0,4.58,4.54,2.84,648
34369,0.35,Ideal,F,VS2,62.4,57.0,4.51,4.5,2.81,906
34370,2.01,Very Good,F,SI2,60.8,57.0,8.09,8.15,4.94,17244
34371,0.44,Ideal,D,VS1,61.3,56.0,4.92,4.87,3.0,1294
34372,1.0,Premium,I,SI1,59.6,58.0,6.55,6.5,3.89,4592
34373,1.09,Ideal,G,SI1,62.2,56.0,6.6,6.55,4.09,5022
34374,0.71,Premium,D,SI1,61.4,58.0,5.75,5.79,3.54,2913
34375,2.0,Fair,H,VS1,66.0,56.0,7.79,7.72,5.12,14199
34376,1.5,Very Good,D,SI1,63.5,57.0,7.23,7.28,4.61,11352
34377,0.36,Premium,D,SI2,60.0,58.0,4.62,4.58,2.76,689
34378,1.07,Very Good,E,SI2,60.5,61.0,6.55,6.61,3.98,4609
34379,0.31,Ideal,F,VS2,61.9,55.0,4.35,4.31,2.68,802
34380,0.5,Ideal,E,VS2,62.7,55.0,5.12,5.08,3.2,1559
