id,carat,cut,color,clarity,depth,table,x,y,z
9525,0.33,Ideal,F,SI1,60.6,56.0,4.46,4.49,2.71
9526,0.3,Very Good,D,SI1,62.5,57.0,4.26,4.28,2.67
9527,0.57,Ideal,F,VVS1,61.9,54.8,5.3,5.36,3.3
9528,1.0,Very Good,F,SI2,63.2,59.0,6.31,6.25,3.97
9529,0.44,Ideal,G,SI1,62.7,57.0,4.82,4.85,3.03
9530,0.5,Premium,G,SI1,62.9,59.0,5.09,5.06,3.19
9531,1.01,Ideal,D,SI1,62.1,56.0,6.36,6.43,3.97
9532,0.35,Premium,H,SI2,62.0,58.0,4.5,4.47,2.78
9533,0.35,Very Good,I,VS2,62.6,54.0,4.5,4.53,2.82
9534,0.71,Very Good,G,VS1,60.8,63.0,5.76,5.68,3.48
9535,0.33,Ideal,G,VVS1,62.3,55.0,4.46,4.43,2.77
9536,0.46,Ideal,I,VS2,62.2,56.0,4.96,4.9,3.07
9537,0.41,Ideal,F,VVS2,61.7,56.0,4.78,4.81,2.96
9538,0.54,Ideal,D,VS1,61.4,53.0,5.28,5.3,3.25
9539,1.24,Ideal,E,VS2,62.0,57.0,6.87,6.9,4.27
9540,0.71,Ideal,I,VS1,61.5,56.0,5.72,5.76,3.52
9541,0.33,Premium,G,SI2,62.6,58.0,4.4,4.42,2.76
9542,1.06,Premium,E,SI2,60.5,60.0,6.67,6.61,4.02
9543,1.26,Ideal,F,SI1,60.6,56.0,7.05,6.98,4.25
9544,0.39,Very Good,E,SI2,63.0,61.0,4.62,4.65,2.92
9545,0.31,Premium,J,SI1,58.1,62.0,4.47,4.44,2.59
9546,0.32,Premium,E,VS2,60.5,58.0,4.44,4.48,2.7
9547,1.05,Ideal,H,SI2,61.9,56.0,6.49,6.56,4.04
9548,0.3,Ideal,E,SI1,61.4,56.0,4.36,4.33,2.67
9549,1.16,Ideal,G,VS2,60.7,58.0,6.86,6.81,4.15
9550,1.47,Very Good,G,VS2,62.7,56.0,7.15,7.18,4.49
9551,0.44,Ideal,I,VS1,61.8,55.0,4.89,4.92,3.03
9552,0.52,Premium,G,VVS2,61.8,59.0,5.16,5.13,3.18
9553,0.9,Ideal,H,VVS2,62.0,57.0,6.15,6.2,3.83
9554,1.14,Premium,H,SI1,60.7,58.0,6.76,6.82,4.12
9555,0.42,Ideal,H,SI1,62.4,57.0,4.76,4.79,2.98
9556,0.7,Fair,H,VS2,65.0,56.0,5.6,5.5,3.61
9557,0.7,Very Good,E,VS2,62.6,56.0,5.65,5.69,3.55
9558,0.72,Ideal,H,SI1,61.7,54.0,5.77,5.81,3.57
9559,0.5,Ideal,I,SI1,59.8,59.0,5.18,5.15,3.09
9560,0.33,Ideal,E,SI1,62.4,56.0,4.41,4.43,2.76
9561,0.36,Ideal,F,VS2,62.0,55.0,4.58,4.55,2.83
9562,0.72,Very Good,E,VS2,61.9,56.0,5.75,5.79,3.57
9563,1.14,Ideal,F,I1,61.7,57.0,6.67,6.7,4.13
9564,0.7,Very Good,G,VS2,62.7,57.0,5.65,5.7,3.56
9565,1.18,Premium,E,SI2,62.5,60.0,6.74,6.7,4.2
9566,0.32,Ideal,E,VS2,62.1,56.0,4.41,4.38,2.73
9567,0.5,Premium,D,SI1,62.3,58.0,5.08,5.07,3.16
9568,0.32,Very Good,H,VS1,63.0,55.0,4.4,4.42,2.78
9569,0.82,Premium,J,SI1,61.2,58.0,5.99,6.04,3.68
9570,0.54,Ideal,E,VS1,61.0,56.0,5.24,5.35,3.23
9571,1.0,Very Good,D,VVS2,63.0,59.0,6.35,6.38,4.01
9572,0.41,Premium,H,VS1,62.6,60.0,4.75,4.77,2.98
9573,0.31,Ideal,F,IF,62.3,54.0,4.37,4.39,2.73
9574,0.56,Ideal,H,VVS1,62.1,54.0,5.28,5.31,3.29
9575,0.7,Ideal,H,VVS2,61.5,56.0,5.74,5.71,3.52
9576,1.07,Ideal,G,VVS2,62.8,57.0,6.56,6.46,4.09
9577,0.58,Ideal,H,SI1,60.2,57.0,5.47,5.43,3.28
9578,0.31,Ideal,F,VS1,60.6,56.0,4.39,4.42,2.67
9579,0.72,Premium,I,SI1,62.0,52.0,5.71,5.67,3.53
9580,0.9,Premium,D,SI2,59.2,60.0,6.34,6.3,3.74
9581,0.9,Ideal,I,VS1,62.4,57.0,6.17,6.21,3.86
9582,1.08,Premium,H,SI1,62.6,58.0,6.56,6.53,4.1
9583,0.91,Premium,D,SI1,59.3,58.0,6.38,6.33,3.77
9584,1.2,Ideal,I,VS1,59.3,57.0,6.95,7.04,4.15
9585,1.54,Premium,E,VS2,62.7,58.0,7.37,7.33,4.61
9586,0.85,Ideal,H,SI2,62.5,57.0,6.02,6.07,3.78
9587,1.0,Very Good,G,VS2,60.0,55.0,6.41,6.52,3.88
9588,1.18,Premium,I,SI1,61.1,59.0,6.78,6.73,4.13
9589,0.31,Ideal,D,VS2,62.1,54.0,4.41,4.35,2.72
9590,0.4,Ideal,G,VS1,62.2,56.0,4.72,4.74,2.94
9591,0.7,Very Good,F,SI2,63.2,59.0,5.66,5.61,3.56
9592,0.93,Ideal,I,SI2,62.3,57.0,6.22,6.2,3.87
9593,0.3,Ideal,H,IF,61.8,55.0,4.3,4.31,2.66
9594,0.3,Ideal,D,VVS2,62.9,56.0,4.29,4.27,2.69
9595,0.7,Premium,F,SI2,62.9,57.0,5.64,5.61,3.53
9596,0.54,Ideal,F,VS1,61.5,55.0,5.26,5.27,3.24
9597,1.25,Premium,J,VS1,62.0,58.0,6.89,6.92,4.28
9598,0.3,Very Good,H,VS1,62.0,58.0,4.24,4.28,2.64
9599,0.55,Good,F,VS1,59.5,62.0,5.3,5.35,3.17
9600,0.9,Premium,H,SI1,60.7,59.0,6.26,6.19,3.78
9601,0.31,Premium,E,SI2,60.8,61.0,4.43,4.39,2.68
9602,0.35,Ideal,I,IF,62.5,55.0,4.52,4.54,2.83
9603,0.46,Very Good,E,VS2,62.6,58.0,4.91,4.96,3.09
9604,0.54,Ideal,F,VS1,60.7,59.0,5.27,5.3,3.21
9605,1.01,Ideal,E,SI1,62.1,54.0,6.5,6.41,4.01
9606,1.1,Ideal,H,VVS2,59.7,58.0,6.76,6.7,4.01
9607,0.32,Ideal,E,VS2,61.4,56.0,4.43,4.4,2.71
9608,0.27,Very Good,F,VVS2,61.3,62.0,4.15,4.2,2.56
9609,2.03,Very Good,J,SI2,60.9,60.0,8.1,8.21,4.97
9610,1.04,Very Good,F,VVS2,62.5,58.0,6.37,6.46,4.01
9611,0.51,Ideal,E,VS1,61.5,56.0,5.11,5.16,3.16
9612,0.74,Very Good,H,SI2,62.8,59.0,5.72,5.77,3.61
9613,1.2,Premium,G,SI1,62.3,59.0,6.84,6.75,4.23
9614,0.51,Very Good,F,VS2,63.2,58.0,5.07,5.05,3.2
9615,1.84,Premium,H,SI1,59.7,58.0,7.98,8.01,4.77
9616,0.7,Ideal,J,VS2,62.6,57.0,5.64,5.67,3.54
9617,1.51,Fair,H,SI2,64.5,59.0,7.21,7.15,4.63
9618,0.56,Premium,D,VS2,61.1,58.0,5.3,5.34,3.25
9619,0.31,Ideal,D,VVS2,61.1,56.0,4.38,4.39,2.68
9620,0.33,Ideal,D,SI1,62.7,55.0,4.44,4.4,2.77
9621,0.59,Ideal,F,VS2,62.9,55.0,5.39,5.32,3.37
9622,0.41,Ideal,G,VS2,61.4,59.0,4.78,4.76,2.93
9623,0.71,Premium,E,SI1,59.1,60.0,5.87,5.84,3.46
9624,1.19,Ideal,H,I1,60.3,57.0,6.83,6.93,4.15
9625,0.31,Premium,G,SI2,62.3,57.0,4.37,4.33,2.71
9626,1.95,Very Good,H,VS2,61.7,55.0,8.0,8.05,4.95
9627,0.61,Good,I,VS2,63.7,60.0,5.34,5.28,3.38
9628,0.37,Ideal,D,VS2,61.0,56.0,4.65,4.7,2.85
9629,0.93,Ideal,E,SI2,60.5,54.0,6.4,6.38,3.87
9630,1.6,Ideal,F,SI1,61.0,57.0,7.54,7.6,4.62
9631,0.57,Ideal,E,VS2,61.3,57.0,5.29,5.38,3.27
9632,0.73,Ideal,G,VS1,61.2,56.0,5.82,5.85,3.57
9633,1.51,Ideal,G,VS2,59.8,57.0,7.48,7.53,4.48
9634,0.32,Very Good,H,SI1,61.8,56.0,4.4,4.43,2.73
9635,0.27,Very Good,E,VS1,60.4,59.0,4.18,4.2,2.53
9636,2.01,Very Good,D,SI2,61.8,59.0,8.07,8.15,5.01
9637,1.08,Ideal,F,VS2,61.9,55.0,6.58,6.64,4.09
9638,0.42,Ideal,G,SI1,60.7,57.0,4.81,4.89,2.95
9639,0.31,Ideal,E,VS1,60.7,57.0,4.37,4.4,2.66
9640,0.41,Good,D,VS1,64.2,55.0,4.72,4.75,3.04
9641,1.03,Very Good,F,VS2,62.3,59.0,6.39,6.45,4.0
9642,0.9,Very Good,H,VS2,62.1,57.0,6.16,6.23,3.85
9643,0.75,Premium,D,SI2,60.6,56.0,5.94,5.9,3.59
9644,0.45,Very Good,F,SI2,61.5,61.0,4.9,4.95,3.03
9645,0.72,Ideal,H,IF,61.4,56.0,5.76,5.8,3.55
9646,1.18,Ideal,D,SI1,61.9,55.0,6.8,6.76,4.2
9647,0.32,Premium,F,VS2,58.8,62.0,4.48,4.43,2.62
9648,2.04,Ideal,H,SI2,61.5,57.0,8.15,8.18,5.02
9649,0.71,Premium,F,VS1,61.8,59.0,5.69,5.73,3.53
9650,0.74,Fair,F,VS2,61.1,68.0,5.82,5.75,3.53
9651,0.32,Premium,E,I1,60.9,58.0,4.38,4.42,2.68
9652,0.36,Good,I,VS1,63.3,56.0,4.51,4.56,2.87
9653,0.34,Ideal,G,VS2,62.7,55.0,4.48,4.49,2.81
9654,0.3,Ideal,G,VVS1,61.5,57.0,4.28,4.31,2.64
9655,0.5,Very Good,G,VS1,59.4,60.0,5.13,5.17,3.06
9656,0.55,Ideal,I,VVS1,61.7,56.0,5.29,5.24,3.25
9657,0.71,Very Good,E,VS2,63.4,61.0,5.6,5.57,3.54
9658,0.3,Ideal,E,VVS2,61.2,61.0,4.3,4.33,2.64
9659,0.58,Ideal,G,SI1,61.4,55.8,5.34,5.38,3.29
9660,0.36,Very Good,E,VS2,62.8,56.0,4.51,4.54,2.84
9661,1.13,Premium,G,SI2,60.0,61.0,6.78,6.71,4.05
9662,0.45,Ideal,G,IF,62.8,53.0,4.92,4.95,3.1
9663,0.32,Ideal,G,IF,61.3,54.0,4.41,4.47,2.72
9664,0.31,Good,H,VS1,63.2,57.0,4.29,4.32,2.72
9665,0.32,Ideal,F,VS2,61.5,56.0,4.42,4.4,2.71
9666,0.57,Ideal,G,VS1,62.1,56.0,5.3,5.33,3.3
9667,1.7,Premium,J,VVS1,62.9,60.0,7.61,7.56,4.77
9668,0.79,Very Good,F,SI1,62.8,55.0,5.88,5.94,3.71
9669,0.26,Ideal,F,VS1,60.9,57.0,4.11,4.13,2.51
9670,1.01,Very Good,D,SI1,62.9,58.0,6.33,6.38,4.0
9671,0.7,Ideal,E,SI2,61.0,55.0,5.76,5.78,3.52
9672,0.71,Ideal,H,VS2,60.9,55.0,5.76,5.74,3.5
9673,0.4,Ideal,D,VVS2,62.2,55.0,4.72,4.74,2.94
9674,0.33,Premium,G,VS1,62.2,58.0,4.39,4.42,2.74
9675,1.41,Premium,J,VS2,62.7,56.0,7.2,7.16,4.5
9676,0.7,Very Good,E,SI1,63.5,58.0,5.65,5.62,3.58
9677,0.9,Good,H,VS1,60.6,61.0,6.13,6.19,3.73
9678,0.85,Fair,G,VS1,57.7,67.0,6.26,6.19,3.59
9679,0.34,Ideal,G,IF,61.9,54.0,4.46,4.49,2.77
9680,0.33,Premium,G,VS1,61.4,59.0,4.43,4.49,2.74
9681,1.13,Very Good,J,VS2,62.0,59.0,6.62,6.66,4.12
9682,0.24,Very Good,J,VVS2,62.8,57.0,3.94,3.96,2.48
9683,0.35,Ideal,D,VS2,62.5,55.0,4.5,4.55,2.83
9684,1.2,Premium,F,SI1,62.9,58.0,6.76,6.69,4.23
9685,1.3,Premium,F,SI2,61.6,58.0,7.07,6.92,4.33
9686,1.53,Very Good,E,VS1,60.7,60.0,7.38,7.52,4.52
9687,1.5,Premium,F,SI1,61.4,59.0,7.31,7.34,4.5
9688,0.5,Good,G,VVS1,60.0,62.0,5.12,5.18,3.09
9689,0.33,Premium,H,IF,61.7,59.0,4.45,4.43,2.74
9690,1.86,Very Good,H,VVS2,58.6,62.0,8.07,8.14,4.75
9691,0.72,Ideal,D,SI1,61.6,55.0,5.75,5.8,3.56
9692,0.7,Very Good,E,VS2,58.7,63.0,5.73,5.69,3.35
9693,0.41,Good,E,SI1,63.5,55.0,4.73,4.75,3.01
9694,0.56,Premium,D,VS2,61.5,58.0,5.33,5.28,3.26
9695,1.03,Premium,H,SI1,62.5,59.0,6.46,6.41,4.02
9696,1.39,Premium,G,VS2,62.0,56.0,7.18,7.14,4.44
9697,1.0,Very Good,H,SI2,63.0,61.0,6.31,6.35,3.99
9698,0.31,Ideal,H,VVS2,62.3,55.0,4.37,4.36,2.72
9699,1.99,Premium,G,SI2,59.1,61.0,8.08,8.05,4.77
9700,1.01,Good,G,SI2,63.8,56.0,6.32,6.22,4.0
9701,0.58,Good,E,VVS1,61.9,63.0,5.27,5.33,3.28
9702,2.04,Premium,I,I1,59.3,61.0,8.3,8.25,4.91
9703,0.41,Premium,G,VS1,62.1,60.0,4.72,4.78,2.95
9704,1.16,Premium,H,SI1,61.9,59.0,6.73,6.74,4.17
9705,0.3,Premium,E,VS2,60.0,58.0,4.4,4.37,2.63
9706,0.53,Very Good,J,VS2,60.9,59.0,5.2,5.27,3.19
9707,0.24,Good,F,VS1,58.3,61.0,4.09,4.14,2.4
9708,1.02,Premium,H,SI1,59.1,60.0,6.59,6.54,3.88
9709,0.91,Good,H,VVS2,65.5,57.0,6.01,6.11,3.97
9710,0.54,Good,F,VS2,60.6,61.0,5.22,5.3,3.19
9711,0.71,Ideal,F,SI1,60.7,56.0,5.77,5.8,3.51
9712,1.15,Premium,G,VS1,61.7,58.0,6.73,6.7,4.14
9713,0.67,Premium,G,VS2,61.0,57.0,5.68,5.63,3.45
9714,1.2,Very Good,I,SI1,62.4,59.0,6.73,6.79,4.22
9715,1.09,Ideal,J,SI1,60.7,58.0,6.64,6.68,4.04
9716,1.24,Premium,F,VS1,60.1,59.0,6.99,7.02,4.21
9717,1.02,Good,E,I1,63.1,60.0,6.31,6.4,4.01
9718,0.76,Very Good,G,VS2,62.1,54.0,5.88,5.94,3.67
9719,0.37,Good,H,SI1,64.0,55.0,4.57,4.53,2.91
9720,0.33,Very Good,H,VVS2,62.4,60.0,4.39,4.42,2.75
9721,0.37,Good,H,VS2,63.7,55.0,4.56,4.54,2.9
9722,0.54,Premium,D,VS2,61.5,58.0,5.21,5.26,3.22
9723,1.01,Very Good,H,VS1,63.5,56.0,6.32,6.27,4.0
9724,0.3,Premium,H,SI1,59.3,59.0,4.38,4.36,2.59
9725,0.32,Ideal,D,VS2,62.5,56.0,4.38,4.45,2.76
9726,1.39,Premium,H,SI1,62.7,58.0,7.15,7.08,4.46
9727,0.36,Very Good,D,SI1,60.1,57.0,4.62,4.66,2.79
9728,1.03,Very Good,H,SI1,60.4,60.0,6.41,6.53,3.91
9729,2.01,Good,E,SI2,62.3,61.0,7.99,8.04,4.99
9730,1.01,Ideal,D,SI2,62.6,56.0,6.34,6.4,3.99
9731,0.31,Premium,I,SI1,60.1,59.0,4.38,4.41,2.64
9732,1.0,Premium,E,VVS2,61.6,59.0,6.42,6.46,3.97
9733,0.33,Ideal,G,SI2,61.2,56.0,4.48,4.51,2.75
9734,0.55,Premium,E,SI2,61.9,58.0,5.2,5.24,3.23
9735,1.07,Ideal,G,SI2,61.7,57.0,6.55,6.59,4.05
9736,0.3,Ideal,F,VS2,61.1,56.0,4.33,4.31,2.64
9737,0.33,Ideal,F,VS2,60.5,55.0,4.47,4.55,2.73
9738,1.51,Very Good,G,VS1,60.2,63.0,7.36,7.39,4.44
9739,2.0,Premium,G,SI2,60.4,61.0,8.21,8.12,4.93
9740,0.79,Ideal,E,VS2,59.3,57.0,6.02,6.06,3.58
9741,0.9,Premium,F,SI1,60.4,59.0,6.29,6.32,3.81
9742,0.51,Ideal,F,VS2,62.9,55.0,5.12,5.08,3.21
9743,1.22,Premium,I,VS1,62.6,57.4,6.76,6.8,4.24
9744,0.31,Premium,G,VS2,62.4,59.0,4.34,4.38,2.72
9745,0.5,Ideal,G,VVS2,61.4,56.0,5.13,5.17,3.16
9746,0.32,Ideal,G,VVS1,61.9,56.0,4.39,4.4,2.72
9747,0.81,Ideal,F,SI1,61.2,57.0,6.0,6.05,3.69
9748,0.35,Premium,D,SI1,60.2,57.0,4.61,4.56,2.76
9749,0.5,Very Good,E,VVS2,61.5,59.0,5.08,5.1,3.13
9750,0.9,Ideal,I,SI2,62.0,56.0,6.2,6.16,3.83
9751,1.24,Premium,E,SI1,59.7,59.0,7.07,6.99,4.2
9752,1.2,Premium,E,VS2,62.2,59.0,6.82,6.78,4.23
9753,0.73,Ideal,H,VVS1,61.6,57.0,5.81,5.78,3.57
9754,1.16,Premium,F,SI2,62.1,59.0,6.74,6.63,4.15
9755,0.35,Ideal,F,SI1,61.5,54.0,4.54,4.6,2.81
9756,0.34,Premium,G,VVS2,61.7,56.0,4.51,4.47,2.77
9757,0.4,Premium,D,SI1,60.9,60.0,4.74,4.78,2.9
9758,1.5,Premium,G,SI2,60.1,59.0,7.38,7.36,4.43
9759,1.53,Ideal,F,SI1,62.0,56.0,7.43,7.38,4.59
9760,0.89,Good,E,SI2,61.6,60.9,6.13,6.24,3.82
9761,1.0,Good,G,VS1,63.9,55.0,6.28,6.34,4.03
9762,0.73,Ideal,E,VS1,61.4,55.0,5.8,5.82,3.57
9763,0.42,Ideal,G,VS1,61.9,56.0,4.82,4.77,2.97
9764,1.01,Good,F,SI1,58.8,64.0,6.58,6.51,3.85
9765,0.7,Very Good,E,SI1,59.4,63.0,5.79,5.73,3.42
9766,1.07,Ideal,E,VVS2,61.4,56.0,6.55,6.65,4.05
9767,0.63,Very Good,G,VS1,59.9,57.0,5.57,5.62,3.35
9768,1.53,Premium,F,SI2,60.9,60.0,7.5,7.37,4.53
9769,0.3,Ideal,D,VS2,62.0,56.0,4.33,4.35,2.69
9770,2.06,Ideal,G,SI2,62.9,56.0,8.13,8.04,5.08
9771,0.31,Good,F,SI1,63.1,57.0,4.28,4.31,2.71
9772,1.61,Premium,F,SI1,62.9,59.0,7.5,7.43,4.69
9773,0.3,Ideal,G,IF,62.2,56.0,4.26,4.29,2.66
9774,0.33,Ideal,E,SI1,62.5,55.0,4.45,4.42,2.77
9775,1.12,Ideal,F,SI1,61.7,56.0,6.64,6.68,4.11
9776,0.5,Very Good,D,SI2,58.9,60.0,5.2,5.23,3.07
9777,0.61,Very Good,G,VVS2,62.4,55.0,5.44,5.47,3.4
9778,0.36,Ideal,E,VS2,61.2,56.0,4.59,4.63,2.82
9779,0.51,Good,G,VVS1,63.2,58.0,5.08,5.11,3.22
9780,1.07,Premium,G,VS2,60.5,56.0,6.71,6.64,4.04
9781,0.23,Very Good,E,VVS1,61.3,58.0,3.94,3.96,2.42
9782,2.01,Premium,G,SI2,62.3,60.0,8.04,7.97,4.99
9783,0.63,Ideal,F,VVS2,61.2,56.0,5.53,5.55,3.39
9784,0.71,Premium,H,SI1,62.1,58.0,5.72,5.75,3.56
9785,0.55,Ideal,I,SI1,61.2,55.0,5.28,5.33,3.25
9786,0.55,Ideal,E,VS1,61.1,55.0,5.33,5.3,3.25
9787,1.0,Premium,F,VVS1,62.6,58.0,6.45,6.33,4.0
9788,1.0,Premium,J,VS1,62.8,57.0,6.39,6.35,4.0
9789,0.54,Premium,F,VS1,61.8,59.0,5.23,5.16,3.21
9790,1.01,Very Good,G,VS2,63.1,60.0,6.36,6.31,4.0
9791,1.01,Very Good,E,SI2,63.3,58.0,6.36,6.3,4.01
9792,0.9,Fair,H,SI2,65.0,61.0,6.01,5.96,3.89
9793,0.93,Ideal,F,SI2,61.9,57.0,6.21,6.25,3.86
9794,1.01,Premium,H,SI2,59.6,60.0,6.5,6.55,3.89
9795,0.43,Ideal,F,SI1,61.6,57.0,4.85,4.8,2.97
9796,0.4,Ideal,F,VVS1,61.1,56.0,4.78,4.81,2.93
9797,1.56,Ideal,H,VS2,60.7,57.0,7.49,7.53,4.56
9798,1.31,Very Good,J,VS1,63.7,55.0,6.94,7.01,4.44
9799,0.41,Good,F,I1,63.8,57.0,4.69,4.72,3.0
9800,0.26,Very Good,H,VVS1,62.5,58.0,4.08,4.11,2.56
9801,0.7,Very Good,D,VS2,63.1,56.0,5.62,5.69,3.57
9802,0.31,Premium,G,VVS2,61.5,58.0,4.34,4.31,2.66
9803,1.21,Ideal,G,VS2,61.9,55.0,6.9,6.84,4.25
9804,0.34,Ideal,H,SI1,61.3,57.0,4.54,4.55,2.78
9805,0.39,Ideal,G,IF,60.6,56.0,4.73,4.76,2.87
9806,1.5,Good,D,SI2,61.1,64.0,7.35,7.26,4.46
9807,0.34,Ideal,E,SI1,62.3,57.0,4.51,4.48,2.8
9808,0.9,Good,F,VVS1,64.2,56.0,6.07,6.02,3.88
9809,0.41,Very Good,G,SI2,63.4,58.0,4.73,4.7,2.99
9810,2.07,Ideal,H,SI2,63.5,53.0,8.12,8.09,5.14
9811,0.39,Ideal,F,VS2,60.0,57.0,4.76,4.7,2.84
9812,0.4,Very Good,H,SI1,62.6,58.0,4.68,4.72,2.94
9813,0.28,Ideal,G,VS1,62.1,55.0,4.22,4.25,2.63
9814,1.0,Very Good,E,VS1,63.2,55.0,6.34,6.29,3.99
9815,0.35,Ideal,F,VS2,61.9,54.0,4.54,4.5,2.8
9816,0.37,Very Good,E,VVS1,60.9,56.0,4.65,4.67,2.84
9817,1.19,Premium,H,SI1,61.4,58.0,6.79,6.83,4.18
9818,0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77
9819,0.94,Very Good,D,SI1,58.4,58.0,6.41,6.51,3.77
9820,0.32,Ideal,E,IF,61.9,56.0,4.42,4.4,2.73
9821,0.7,Very Good,G,VS1,61.9,57.0,5.68,5.71,3.53
9822,1.01,Ideal,D,VVS2,61.1,57.0,6.49,6.47,3.96
9823,0.27,Very Good,F,VS1,62.4,55.0,4.12,4.15,2.58
9824,0.9,Very Good,H,SI2,62.4,58.0,6.11,6.16,3.83
9825,1.13,Very Good,I,VS2,60.7,58.0,6.72,6.75,4.09
9826,0.9,Very Good,I,VS1,63.3,59.0,6.1,6.06,3.85
9827,0.72,Ideal,G,SI1,63.0,56.0,5.71,5.68,3.59
9828,0.4,Ideal,G,IF,62.2,55.0,4.76,4.73,2.95
9829,0.5,Fair,F,VS2,64.9,58.0,4.99,4.9,3.21
9830,0.5,Very Good,D,SI2,58.5,60.0,5.19,5.21,3.04
9831,0.5,Ideal,E,VS2,61.4,55.0,5.12,5.14,3.15
9832,1.04,Very Good,E,SI1,59.6,59.0,6.56,6.59,3.92
9833,0.75,Ideal,E,VS1,62.5,57.0,5.8,5.85,3.64
9834,0.56,Ideal,D,VS1,61.6,57.0,5.33,5.29,3.27
9835,0.5,Ideal,J,SI1,62.3,55.0,5.07,5.11,3.17
9836,1.76,Ideal,I,VVS2,60.2,58.0,7.84,7.87,4.73
9837,0.5,Premium,D,SI1,60.3,58.0,5.12,5.1,3.08
9838,0.34,Very Good,G,VVS2,61.2,59.0,4.46,4.5,2.74
9839,0.31,Ideal,E,VVS2,62.0,54.0,4.33,4.35,2.69
9840,2.01,Premium,I,VS2,59.5,60.0,8.26,8.21,4.9
9841,0.51,Premium,E,SI2,59.5,60.0,5.25,5.17,3.1
9842,1.03,Premium,E,SI2,61.8,59.0,6.42,6.47,3.98
9843,0.3,Premium,E,VS2,62.6,58.0,4.26,4.3,2.68
9844,0.41,Premium,E,VS1,62.0,60.0,4.74,4.78,2.95
9845,0.78,Premium,F,SI1,62.3,57.0,5.86,5.85,3.65
9846,0.3,Very Good,D,VS1,62.0,55.0,4.31,4.35,2.68
9847,0.56,Ideal,D,VS2,61.1,56.0,5.3,5.33,3.25
9848,1.29,Premium,J,VS1,61.7,59.0,6.93,6.97,4.29
9849,0.76,Good,D,VS1,63.7,56.0,5.81,5.77,3.69
9850,0.4,Ideal,E,VS1,61.2,57.0,4.74,4.77,2.91
9851,0.33,Ideal,D,VS2,60.9,56.0,4.49,4.51,2.74
9852,0.8,Ideal,G,VVS2,62.6,54.0,5.9,5.97,3.71
9853,0.5,Ideal,F,SI2,61.6,57.0,5.14,5.08,3.15
9854,1.0,Premium,I,VS1,60.1,62.0,6.5,6.47,3.9
9855,1.7,Good,H,VS2,62.5,59.0,7.48,7.58,4.71
9856,2.72,Fair,J,I1,68.2,56.0,8.46,8.43,5.76
9857,1.53,Premium,F,VS2,62.2,58.0,7.36,7.27,4.55
9858,1.18,Premium,H,SI1,61.6,59.0,6.82,6.72,4.17
9859,0.68,Premium,H,SI1,59.5,59.0,5.77,5.73,3.42
9860,0.7,Premium,F,SI2,59.5,61.0,5.78,5.68,3.41
9861,0.57,Ideal,F,VVS2,60.6,56.0,5.35,5.38,3.25
9862,1.52,Ideal,G,VS1,61.1,56.0,7.39,7.43,4.53
9863,0.38,Very Good,D,SI1,62.2,53.8,4.65,4.69,2.9
9864,1.53,Very Good,I,VS1,62.8,55.0,7.35,7.4,4.63
9865,0.31,Premium,E,VS1,60.5,59.0,4.37,4.36,2.64
9866,0.7,Very Good,H,SI1,62.2,56.0,5.64,5.67,3.52
9867,1.51,Good,D,SI2,64.1,61.0,7.18,7.14,4.59
9868,1.51,Premium,H,SI2,60.7,59.0,7.42,7.37,4.49
9869,0.33,Premium,G,VVS2,59.5,60.0,4.55,4.52,2.7
9870,0.72,Premium,J,VS2,60.2,59.0,5.85,5.81,3.51
9871,2.04,Very Good,I,SI2,62.5,52.0,8.02,8.17,5.06
9872,1.86,Very Good,H,SI2,62.3,57.0,7.82,7.85,4.88
9873,0.27,Very Good,G,VS1,58.8,57.0,4.25,4.36,2.53
9874,1.11,Ideal,F,VS2,61.7,55.0,6.65,6.67,4.11
9875,0.36,Premium,J,SI1,61.3,60.0,4.52,4.59,2.79
9876,0.53,Ideal,F,VVS2,61.0,56.0,5.26,5.24,3.2
9877,1.06,Premium,F,SI1,61.0,58.0,6.6,6.65,4.04
9878,0.8,Ideal,E,SI1,61.9,55.0,5.94,5.98,3.69
9879,1.02,Premium,H,SI1,60.3,59.0,6.5,6.44,3.9
9880,1.28,Ideal,H,SI2,62.8,57.0,6.92,6.87,4.33
9881,1.2,Ideal,G,VVS1,62.8,56.0,6.75,6.73,4.23
9882,1.02,Ideal,G,VVS1,61.5,57.0,6.44,6.47,3.97
9883,2.52,Premium,I,SI1,58.5,59.0,8.9,8.87,5.2
9884,1.33,Premium,I,SI2,59.7,59.0,7.21,7.15,4.29
9885,0.72,Good,G,SI2,63.7,59.0,5.74,5.65,3.63
9886,0.79,Ideal,F,SI1,61.3,56.0,5.96,6.01,3.67
9887,1.15,Ideal,H,SI2,62.0,57.0,6.75,6.66,4.16
9888,0.36,Ideal,G,VS1,61.6,56.0,4.59,4.56,2.82
9889,0.4,Ideal,E,VVS1,60.8,57.0,4.79,4.82,2.92
9890,0.31,Ideal,H,IF,61.8,56.0,4.38,4.36,2.7
9891,0.32,Ideal,G,IF,61.2,57.0,4.4,4.43,2.7
9892,0.5,Premium,G,VVS2,61.6,60.0,5.13,5.1,3.15
9893,0.57,Premium,F,SI1,59.5,60.0,5.43,5.42,3.23
9894,0.32,Premium,D,VS1,60.5,59.0,4.49,4.45,2.7
9895,0.51,Ideal,G,VVS2,62.2,53.4,5.11,5.15,3.19
